,id,listing_url,scrape_id,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
183,714335368144257108,https://www.airbnb.com/rooms/714335368144257108,20241105062440,2024-11-05,city scrape,Private bedroom close to St. peter and Albany Med,nice,https://a0.muscache.com/pictures/miso/Hosting-714335368144257108/original/963a62bb-c589-40fe-b340-b1d1f8b0583f.jpeg,9318285,https://www.airbnb.com/users/show/9318285,Mesut,2013-10-08,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-9318285/original/86a1a529-132c-4f5d-879b-4c119fe43320.jpeg?aki_policy=profile_x_medium,Pine Hills,1,2,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,42.65893,-73.78437,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Stainless steel electric stove"", ""Ceiling fan"", ""Hangers"", ""Coffee"", ""Exterior security cameras on property"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Ethernet connection"", ""Shared hot tub"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Coffee maker""]",$50.00,3,365,within data,t,361,6,4.0,3.67,4.67,4.33,f,0.23
184,717373135846408345,https://www.airbnb.com/rooms/717373135846408345,20241105062440,2024-11-05,city scrape,Centrally located 2 bed w/ off street parking,nice,https://a0.muscache.com/pictures/48a45658-74b4-4a25-95f1-7fc89c12d52a.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,24,40,['phone'],t,t,Neighborhood highlights,THIRTEENTH WARD,42.67261,-73.79262,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,0.0,"[""Ceiling fan"", ""Hangers"", ""Stove"", ""Free residential garage on premises"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Pets allowed"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Air conditioning"", ""Smart lock"", ""Backyard"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Private entrance"", ""Wine glasses"", ""Wifi"", ""Kitchen"", ""Blender"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$142.00,1,730,within data,t,80,53,4.91,4.98,4.94,4.87,f,2.15
185,723956857052424266,https://www.airbnb.com/rooms/723956857052424266,20241105062440,2024-11-05,city scrape,"Modern home, King Bed 4 bed 2bath, Crib, parking","A Gorgeous and Cozy 4 bedroom home and 2 bathroom with a beautiful back deck approximately 1600 sqft.<br />The house was fully gut renovated in 2022, with everything redone tastefully from top to bottom. It was updated with everything you need to relax and enjoy your stay.<br /> <br />Located in the Pine Hill neighborhood of Albany, with many great restaurants and parks just minutes away. <br />The house is perfect for anyone traveling to Albany who wants to feel at home. With a first-floor master bedroom.<br />A dinning table that can fit 4, comfortable sofas  in the living room. You can also find 4 fold up chairs in the first floor closet if needed.",https://a0.muscache.com/pictures/miso/Hosting-723956857052424266/original/2598e0a3-7560-4133-8aab-007612c66dc8.jpeg,10279606,https://www.airbnb.com/users/show/10279606,Nori,2013-11-26,"Albany, NY","Hello Everyone. 
My name is Nori; I am a landlord from Albany, NY. I decided to start hosting on Airbnb in 2022. I was always passionate about the hospitality industry. I did my undergraduate degree in hospitality management and truly feel passionate about providing an excellent experience to guests. 
My Sister Kate is the co-host and helps me manage the bookings.
Feel free to contact us with any questions.
",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/df85b6a8-ffdf-4ea9-b127-a1710de4e394.jpg?aki_policy=profile_x_medium,Pine Hills,2,3,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,42.65691,-73.78389,Entire home,Entire home/apt,8,2.0,2 baths,4.0,4.0,"[""55 inch HDTV"", ""Ceiling fan"", ""Hangers"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Central air conditioning"", ""Free parking on premises"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Backyard"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Coffee maker"", ""Crib - always at the listing"", ""Wine glasses"", ""Samsung electric stove""]",$198.00,1,30,within data,t,265,193,4.91,4.9,4.95,4.61,f,8.04
186,724566770267420045,https://www.airbnb.com/rooms/724566770267420045,20241105062440,2024-11-05,city scrape,Cozy Greenwood Flat (1 BDR Apartment in Albany),nice,https://a0.muscache.com/pictures/miso/Hosting-724566770267420045/original/5b57d76f-b1ab-4ef3-891f-de5911f30e7e.jpeg,360287870,https://www.airbnb.com/users/show/360287870,Mela,2020-08-03,"Albany, NY","Hi, I'm Mela. I'm based in upstate NY. I’m a traveller and host.",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/User/original/a83b2217-0cf1-400b-bee3-d99b48d917c4.jpeg?aki_policy=profile_x_medium,Capitol Hill,1,1,['phone'],t,t,Neighborhood highlights,SIXTH WARD,42.6513719,-73.7673156,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Free washer \u2013 In unit"", ""Single level home"", ""Shower gel"", ""Rice maker"", ""Coffee"", ""Record player"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Fire extinguisher"", ""Coffee maker: french press"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Safe"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water kettle"", ""Hot water"", ""Garden view"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Radiant heating"", ""Toaster"", ""Free street parking"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Blender"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Wine glasses""]",$117.00,2,130,within data,t,40,51,4.98,4.96,5.0,4.57,f,3.56
187,733964865705013296,https://www.airbnb.com/rooms/733964865705013296,20241105062440,2024-11-05,city scrape,Historic 1 bed/ 1 bath,"Centered in historic Albany.  This apartment is located in an 1820's townhouse, surrounded by other beautiful historic buildings.  The neighborhood is surrounded by parks, government buildings, and cozy bars/ restaurants.  Parking is also quite easy on the street.",https://a0.muscache.com/pictures/miso/Hosting-733964865705013296/original/c42b6721-267d-4a79-917a-430ea9747a18.jpeg,502037254,https://www.airbnb.com/users/show/502037254,Andrew,2023-02-20,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,100%,83%,f,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_x_medium,Capitol Hill,4,4,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65035,-73.76549,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Garden view"", ""Kitchen"", ""Washer"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""TV""]",$68.00,14,365,within data,t,96,1,5.0,5.0,5.0,5.0,f,0.05
188,735879623743921266,https://www.airbnb.com/rooms/735879623743921266,20241105062440,2024-11-05,city scrape,Modern & Homey 1BD/1BA Fl 1 Apt @ Downtown Albany,+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzM1ODc5NjIzNzQzOTIxMjY2/original/a236bc54-e641-4efc-8835-41c8156594e3.jpeg,44434571,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,"Albany, NY","I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,7,7,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,42.64564,-73.75261,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Long term stays allowed"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Window AC unit"", ""Fire extinguisher"", ""Coffee maker: french press"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Paid street parking off premises"", ""Oven"", ""Bathtub"", ""Radiant heating"", ""55 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Hulu, Netflix"", ""Toaster"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Bidet"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove""]",$83.00,1,365,within data,t,353,61,4.64,4.62,4.82,4.43,f,2.48
189,736893992132754814,https://www.airbnb.com/rooms/736893992132754814,20241105062440,2024-11-05,city scrape,Lovely private room in center square for $700/mo,nice,https://a0.muscache.com/pictures/miso/Hosting-736893992132754814/original/800799a8-02b0-4aa6-aea0-3f57c841d610.jpeg,77367219,https://www.airbnb.com/users/show/77367219,Elizabeth,2016-06-12,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,86%,f,https://a0.muscache.com/im/pictures/user/User-77367219/original/dac7f7a3-2b30-4ebf-8d26-334f4e5eb679.jpeg?aki_policy=profile_x_medium,Central Avenue,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SIXTH WARD,42.65643,-73.76402,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Ceiling fan"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Washer"", ""Free dryer \u2013 In unit"", ""Window AC unit"", ""Radiant heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Iron"", ""Refrigerator"", ""TV""]",$60.00,30,365,within data,t,308,3,4.67,4.33,4.0,5.0,f,0.12
190,739722503092755616,https://www.airbnb.com/rooms/739722503092755616,20241105062440,2024-11-05,city scrape,Adirondack Suite #1,"We call the main house the Inn on South lake located on mansions row , walking distance to Washington park , and Albany medical center",https://a0.muscache.com/pictures/miso/Hosting-739722503092755616/original/7b2ee054-0e5b-422c-8475-803bd3c9876d.jpeg,98744672,https://www.airbnb.com/users/show/98744672,Bela,2016-10-08,"Albany, NY","My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,Pine Hills,8,8,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,NINTH WARD,42.6543178,-73.7818222,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Hangers"", ""Long term stays allowed"", ""Hair dryer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Mini fridge"", ""Conditioner"", ""First aid kit"", ""Outdoor dining area"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Private backyard"", ""Dryer"", ""Freezer"", ""Washer"", ""Window AC unit"", ""Dining table"", ""Free parking on premises"", ""Paid parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Radiant heating"", ""Lock on bedroom door"", ""Free street parking"", ""Outdoor furniture"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Outlet covers"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Electric stove"", ""Wine glasses"", ""TV""]",$56.00,2,1125,within data,t,365,31,4.97,5.0,5.0,4.9,f,1.26
191,743600140734706394,https://www.airbnb.com/rooms/743600140734706394,20241105062440,2024-11-05,city scrape,Cozy apartment 2min walk to Albanymed office space,"Short walk to Madison ave, which is home to numerous great restaurants/ bars. Also near Washington park/ skate park if you want to take a calming walk with beautiful scenery. You can also take a short drive and be at any surrounding colleges such as ualbany, saint rose, and sage.",https://a0.muscache.com/pictures/miso/Hosting-743600140734706394/original/67d41eb4-1815-4910-a327-1e17f344b2f9.jpeg,484673863,https://www.airbnb.com/users/show/484673863,Blossom Estates,2022-10-22,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/cc81bb2f-7316-47b1-99f2-7dda89f3632c.jpg?aki_policy=profile_x_medium,Park South,2,2,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,42.65569,-73.77685,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Free washer \u2013 In unit"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Smart lock"", ""55 inch HDTV with HBO Max, Netflix, Hulu, Fire TV, Amazon Prime Video, Disney+, Apple TV"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine""]",$86.00,2,365,within data,t,363,8,4.75,4.5,4.75,4.63,f,0.35
192,744430701454304507,https://www.airbnb.com/rooms/744430701454304507,20241105062440,2024-11-05,city scrape,"1 Bedroom on Lincoln Park, near Lark and Downtown",The neighborhood is generally quiet with primarily owner occupied two and three unit homes in a historic district. Many homes are registered and most are well maintained and cared for.,https://a0.muscache.com/pictures/34987877-835a-46b8-b254-6eb96856cfbf.jpg,65414985,https://www.airbnb.com/users/show/65414985,James,2016-04-01,"Albany, NY","I am an architect, often traveling with my family. I enjoy the outdoors, cooking, and exploring new places.",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_x_medium,Capitol Hill,2,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SEVENTH WARD,42.6496,-73.76792,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Private backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Pets allowed"", ""Clothing storage"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Drying rack for clothing"", ""Lockbox"", ""Toaster"", ""Free street parking"", ""Park view"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Private entrance"", ""32 inch HDTV with Amazon Prime Video, Netflix, DVD player"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Gas stove"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine""]",$91.00,2,1125,within data,t,331,23,4.96,4.96,5.0,4.83,t,1.21
193,750748704706045644,https://www.airbnb.com/rooms/750748704706045644,20241105062440,2024-11-05,city scrape,Clean Escape- Centrally located- Self Check-In,"Live like a local in this centrally located home away from home! <br />as you explore The Empire State! Walking distance to restaurants,<br />and cafes on Lark Street. Local attractions including The Egg,<br />Empire State Plaza, Times Union Center, and Albany Medical Hospital <br />are less than 5 minutes away. This vacation rental invites you to<br />experience the area's rich culture and iconic hot spots with ease!",https://a0.muscache.com/pictures/miso/Hosting-750748704706045644/original/8a646206-5b92-4fb5-82b0-91f8be263449.jpeg,255839958,https://www.airbnb.com/users/show/255839958,Kira,2019-04-14,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,unknown,1.0,93%,f,https://a0.muscache.com/im/pictures/user/bf9a03ad-9884-4504-b33c-87461e3540a2.jpg?aki_policy=profile_x_medium,Delaware Avenue,1,1,['phone'],t,t,Neighborhood highlights,SEVENTH WARD,42.64284,-73.77997,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Ceiling fan"", ""Hangers"", ""Coffee"", ""Portable fans"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Board games"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Private patio or balcony"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Lockbox"", ""Radiant heating"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$131.00,1,30,within data,t,339,17,4.65,4.88,4.82,4.65,f,0.72
194,751421033442627559,https://www.airbnb.com/rooms/751421033442627559,20241105062440,2024-11-05,city scrape,Modern- Cozy Center City 2 Bedroom Apartment Style,"This listing is located on a busy, city street as its minutes away from Downtown Albany. *Ear Plugs can be provided upon request at no additional charge.",https://a0.muscache.com/pictures/miso/Hosting-751421033442627559/original/93f7084a-8d26-4113-ad9b-b6af8ffefc5e.jpeg,486073806,https://www.airbnb.com/users/show/486073806,Keneisha,2022-11-02,"Albany, NY","Hello Guest, First I want to thank you so much for choosing to stay with us. I go by Kenny to all who know me, I’m a mom of three amazing kids and a wife. Originally born on the beautiful island of Jamaica, been in upstate for 20 + years now. I love to travel, being outdoors and spending time with my family. I really enjoy hosting to seeing folks from all over the world staying in my space. I hope you guys are comfortable and enjoy it!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-486073806/original/8249bdae-326f-42c1-9642-5a025242c7a0.jpeg?aki_policy=profile_x_medium,West Hill,1,1,"['email', 'phone']",t,t,Neighborhood highlights,FIFTH WARD,42.66648,-73.76831,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""55 inch HDTV"", ""Ceiling fan"", ""Hangers"", ""Coffee"", ""Hair dryer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Freezer"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Noise decibel monitors on property"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Gas stove""]",$114.00,2,1125,within data,t,360,26,4.96,4.96,5.0,4.42,f,1.25
195,752118894541630543,https://www.airbnb.com/rooms/752118894541630543,20241105062440,2024-11-05,city scrape,Cozy luxury brownstone w/ parking & yard,"The Mansion Area of Albany gets its name from the nearby Governor's Mansion. It is an area full of rich history, and just a short walk from the Empire Sate Plaza, and peaceful Lincoln Park. It is just one slice of the capital city, waiting for you to explore.",https://a0.muscache.com/pictures/miso/Hosting-752118894541630543/original/c5676039-7f73-4604-8b03-30e2b3020dd1.jpeg,258664571,https://www.airbnb.com/users/show/258664571,Vorakij,2019-04-28,"Providence, RI","CUL LLC was founded in 2019 by Leo & Maloy for a simple purpose. To take the “air mattress” out of the Airbnb and help all wanderlust make breakfast. 

Through Leo’s international hospitality experience, and Maloy’s practice in customer service and custodianship, we aim to provide a higher standard of respite by focusing on Peace, Quiet, and Privacy, to take the stress out of your Journey. 

This means easy, accessible parking. Comfortable beds that don’t squeak. Solid, easy to connect wifi, and a kitchen stocked for cooking.

You have enough on your plate, so let us take care of you, as if our home was yours.

We provide the home so you can focus on making the memories. 

*Minority Owned & LGBT Owned Business*
",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_x_medium,Mansion Area,2,2,"['email', 'phone']",t,f,Neighborhood highlights,SECOND WARD,42.64439384900326,-73.75975701534425,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Ginger Lily Farms shampoo"", ""Hangers"", ""Heating - split type ductless system"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dishwasher"", ""Freezer"", ""Pets allowed"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Room-darkening shades"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Hot water"", ""Garden view"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Samsung stainless steel electric stove"", ""Bathtub"", ""Sonos sound system"", ""TRESemme 4+4  conditioner"", ""Haier refrigerator"", ""Smart lock"", ""Free street parking"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Baking sheet"", ""Free washer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Smoke alarm"", ""Microwave"", ""AC - split type ductless system"", ""Fast wifi \u2013 332 Mbps"", ""Long term stays allowed"", ""55 inch HDTV with Chromecast""]",$117.00,2,1125,within data,t,333,74,4.82,4.84,4.96,4.58,f,3.59
